FMMO	MXT		Maintirano Airport	Maintirano, Madagascar
FMMQ	ILK		Ilaka-Est Airport	Ilaka-Est, Madagascar
FMMR	TVA		Morafenobe Airport	Morafenobe, Madagascar
FMMS	SMS		Sainte Marie Airport	Île Sainte-Marie, Madagascar
FMMT	TMM		Toamasina Airport	Toamasina, Madagascar
FMMU	WTA		Tambohorano Airport	Tambohorano, Madagascar
FMMV	MOQ		Morondava Airport	Morondava, Madagascar
FMMX	WTS		Tsiroanomandidy Airport	Tsiroanomandidy, Madagascar
FMMY	VAT		Vatomandry Airport	Vatomandry, Madagascar
FMMZ	WAM		Ambatondrazaka Airport	Ambatondrazaka, Madagascar
FMNA	DIE		Arrachart Airport	Antsiranana, Madagascar
FMNC	WMR		Mananara Nord Airport	Mananara Nord, Madagascar
FMND	ZWA		Andapa Airport	Andapa, Madagascar
FMNF	WBD		Befandriana Nord Airport	Befandriana Nord, Madagascar
FMNG	WPB		Port Berge Airport	Port Berge, Madagascar
FMNH	ANM		Antsirabato Airport	Antalaha, Madagascar
FMNJ	IVA		Ambanja Airport	Ambanja, Madagascar
FMNL	HVA		Analalava Airport	Analalava, Madagascar
FMNM	MJN		Amborovy Airport	Mahajanga, Madagascar
FMNN	NOS		Fascene Airport	Nosy Be, Madagascar
FMNO	DWB		Soalala Airport	Soalala, Madagascar
FMNQ	BPY		Besalampy Airport	Besalampy, Madagascar
FMNR	WMN		Maroantsetra Airport	Maroantsetra, Madagascar
FMNS	SVB		Sambava Sud Airport	Sambava Sud, Madagascar
FMNT	TTS		Tsaratanana Airport	Tsaratanana, Madagascar
FMNV	VOH		Vohemar Airport	Vohemar, Madagascar
FMNW	WAI		Ambalabe Airport	Antsohihy, Madagascar
FMNZ			Ampampamena Airport	Ampampamena, Madagascar
FMSB	WBO		Antsoa Airport	Beroroha, Madagascar
FMSC	WMD		Mandabe Airport	Mandabe, Madagascar
FMSD	FTU		Tôlanaro Airport	Tôlanaro, Madagascar
FMSF	WFI		Fianarantsoa Airport	Fianarantsoa, Madagascar
FMSI	IHO		Ihosy Airport	Ihosy, Madagascar
FMSJ	MJA		Manja Airport	Manja, Madagascar
FMSK	WVK		Manakara Airport	Manakara, Madagascar
FMSL	OVA		Bekily Airport	Bekily, Madagascar
FMSM	MNJ		Mananjary Airport	Mananjary, Madagascar
FMSN	TDV		Tanandava-Samangoky Airport	Tanandava-Samangoky, Madagascar
FMSR	MXM		Morombe Airport	Morombe, Madagascar
FMST	TLE		Toliara Airport	Toliara, Madagascar
FMSV	BKU		Betioky Airport	Betioky, Madagascar
FMSY	AMP		Ampanihy Airport	Ampanihy, Madagascar
FMSZ	WAK		Ankazoabo Airport	Ankazoabo, Madagascar
FNAM	AZZ		Ambriz Airport	Ambriz
FNBC	SSY		Mbanza Congo Airport	Mbanza Congo
FNBG	BUG		Benguela Airport	Benguela
FNCA	CAB		Cabinda Airport	Cabinda
FNCF	CFF		Cafunfo Airport	Cafunfo
FNCH	PGI		Chitato Airport	Chitato
FNCT	CBT		Catumbela Airport	Catumbela
FNCV	CTI		Cuito Cuanavale Airport	Cuito Cuanavale
FNCZ	CAV		Cazombo Airport	Cazombo
FNDU	DUE		Dundo Airport	Dundo
FNGI			Ondjiva Pereira Airport	Ondjiva (Ongiva, Ngiva, N'giva)
FNHU	NOV		Nova Lisboa Airport	Huambo
FNKU	SVP		Kuito Airport	Kuito
FNLK	LBZ		Lucapa Airport	Lucapa (Lukapa)
FNLU	LAD		Quatro de Fevereiro Airport	Luanda
FNMA	MEG		Malanje Airport	Malanje
FNME	SPP		Menongue Airport	Menongue
FNMO	MSZ		Namibe Airport	Namibe
FNNG	GXG		Negage Airport	Negage
FNPA	PBN		Porto Amboim Airport	Porto Amboim
FNSA	VHC		Saurimo Airport	Saurimo
FNSO	SZA		Soyo Airport	Soyo
FNUA	UAL		Luau Airport	Luau
FNUB	SDD		Lubango Airport	Lubango
FNUE	LUO		Luena Airport	Luena
FNUG	UGO		Uige Airport	Uíge
FNWK	CEO		Waco Kungo Airport	Waco Kungo
FNXA	XGN		Xangongo Airport	Xangongo
FNZE	ARZ		N'zeto Airport	N'zeto
FNZG	NZA		Nzagi Airport	Nzagi (Andrada)
FOGA	AKE		Akieni Airport	Akieni
FOGB	BGB		Booué Airport	Booué
FOGE	KDN		Ndende Airport	Ndende
FOGF	FOU		Fougamou Airport	Fougamou
FOGG	MBC		Mbigou Airport	Mbigou
FOGI	MGX		Moabi Airport	Moabi
FOGK	KOU		Mabimbi Airport	Koulamoutou
FOGM	MJL		Mouila (City) Airport	Mouila
FOGO	OYE		Oyem Airport	Oyem
FOGQ	OKN		Okondja Airport	Okondja
FOGR	LBQ		Lambaréné Airport	Lambaréné
FOOB	BMM		Bitam Airport	Bitam
FOOD	MFF		Moanda Airport	Moanda
FOOE	MKB		Mékambo Airport	Mékambo
FOOG	POG		Port-Gentil Airport	Port-Gentil
FOOH	OMB		Hospital Airport	Omboué
FOOI	IGE		Tchongorove Airport	Iguela
FOOK	MKU		Makokou Airport	Makokou
FOOL	LBV		Leon M'Ba International Airport	Libreville
FOOM	MZC		Mitzic Airport	Mitzic
FOON	MVB		M'vengue Airport	Franceville
FOOR	LTL		Lastourville Airport	Lastourville
FOOS	ZKM		Sette Cama Airport	Sette Cama
FOOT	TCH		Tchibanga Airport	Tchibanga
FOOY	MYB		Mayumba Airport	Mayumba
FPPA	PGP		Porto Alegre Airport	São Tomé
FPPR	PCP		Príncipe Airport	Príncipe
FPST	TMS		São Tomé International Airport (Salazar Airport)	São Tomé
FQAG	ANO		Angoche Airport	Angoche
FQBR	BEW		Beira Airport	Beira
FQCB	FXO		Cuamba Airport	Cuamba
FQCH	VPY		Chimoio Airport	Chimoio
FQIN	INH		Inhambane Airport	Inhambane
FQLC	VXC		Lichinga Airport	Lichinga
FQLU	LFB		Lumbo Airport	Lumbo
FQMA	MPM		Maputo International Airport	Maputo
FQMD	MUD		Mueda Airport	Mueda
FQMP	MZB		Moçimboa da Praia Airport	Moçimboa da Praia
FQNC	MNC		Nacala Airport	Nacala
FQNP	APL		Nampula Airport	Nampula
FQPB	POL		Pemba Airport	Pemba
FQQL	UEL		Quelimane Airport	Quelimane
FQTT	TET		Chingozi Airport	Tete
FQUG			Ulongwe Airport	Ulongwe
FQVL	VNX		Vilankulo Airport	Vilankulo
FSAL			Alphonse Airport	Alphonse Island
FSAS			Assumption Island Airport	Assumption Island
FSDA			D'Arros Airport	D'Arros Island
FSDR	DES		Desroches Airport	Desroches Island (Île Desroches)
FSFA			Farquhar Airport	Farquhar Islands
FSIA	SEZ		Seychelles International Airport	Mahé Island
FSMA			Marie Louise Airport	Marie Louise Island
FSPL			Platte Airport	Platte Island (Île Platte)
FSPP	PRI		Praslin Island Airport	Praslin Island
FSSA			Astove Island Airport	Astove Island
FSSB	BDI		Bird Island Airport	Bird Island
FSSC			Coëtivy Airport	Coëtivy Island
FSSD	DEI		Denis Island Airport	Denis Island
FSSF	FRK		Frégate Island Airport	Frégate Island
FSSR			Remire Airport	Remire Island (Eagle Island)
FTTA	SRH		Sarh Airport	Sarh
FTTB	OGR		Bongor Airport	Bongor
FTTC	AEH		Abéché Airport	Abéché
FTTD	MQQ		Moundou Airport	Moundou
FTTE			Biltine Airport	Biltine
FTTF			Fada Airport	Fada
FTTG			Goz Beïda Airport	Goz Beïda
FTTH	LTC		Laï Airport	Laï
FTTI	ATV		Ati Airport	Ati
FTTJ	NDJ		N'Djamena International Airport	N'Djamena
FTTK	BKR		Bokoro Airport	Bokoro
FTTL	OTC		Bol Airport	Bol
FTTM	MVO		Mongo Airport	Mongo
FTTN	AMC		Am-Timan Airport	Am-Timan
FTTP	PLF		Pala Airport	Pala
FTTR			Zouar Airport	Zouar
FTTS	OUT		Bousso Airport	Bousso
FTTU	AMO		Mao Airport	Mao
FTTY	FYT		Faya-Largeau Airport	Faya-Largeau
FTTZ			Zougra Airport	Bardaï
FVBU	BUQ		Joshua Mqabuko Nkomo International Airport	Bulawayo
FVCH	CHJ		Chipinge Airport	Chipinge
FVCP			Charles Prince Airport	Harare
FVCZ	BFO		Buffalo Range Airport	Chiredzi
FVFA	VFA		Victoria Falls Airport	Victoria Falls
FVGR	UTA		Grand Reef Airport	Mutare
FVHA	HRE		Harare International Airport	Harare
FVKB	KAB		Kariba Airport	Kariba
FVMT			Mutoko Airport	Mutoko
FVMV	MVZ		Masvingo Airport	Masvingo
FVOT			Kotwa Airport, Kotwa
FVSH			Zvishavane Airport	Zvishavane
FVTL	GWE		Gweru-Thornhill Air Base	Gweru
FVWN	HWN		Hwange National Park Airport	Hwange (Hwange National Park)
FVWT	WKI		Hwange Town Airport	Hwange Town
FWCD	CEH		Chelinda Airport	Chelinda
FWCL	BLZ		Chileka International Airport	Blantyre
FWCM	CMK		Club Makokola Airport	Club Makokola
FWCS			Ntchisi Airport	Ntchisi
FWCT			Chitipa Airport	Chitipa
FWDW	DWA		Dwanga Airport	Dwanga
FWKA	KGJ		Karonga Airport	Karonga
FWKB			Katumbi Airport	Katumbi
FWKG	KBQ		Kasungu Airport	Kasungu
FWKI	LLW		Lilongwe International Airport (Kamuzu Int'l)	Lilongwe
FWLK	LIX		Likoma Airport	Likoma
FWLP			Lifupa Airport	Kasungu
FWMC			Mchinji Airport	Mchinji
FWMG	MAI		Mangochi Airport	Mangochi
FWMY	MYZ		Monkey Bay Airport	Monkey Bay
FWSJ			Nsanje Airport	Nsanje
FWSM	LMB		Salima Airport	Salima
FWSU			Sucoma Airport	Nchalo
FWUU	ZZU		Mzuzu Airport	Mzuzu
FWZA			Zomba Airport	Zomba
FXLK	LEF		Lebakeng Airport	Lebakeng
FXLR	LRB		Leribe Airport	Leribe
FXLS	LES		Lesobeng Airport	Lesobeng
FXMA	MSG		Matsaile Airport	Matsaile
FXMF	MFC		Mafeteng Airport	Mafeteng
FXMK	MKH		Mokhotlong Airport	Mokhotlong
FXMM	MSU		Moshoeshoe International Airport	Maseru
FXMU			Mejametalana Airport	Maseru
FXNK	NKU		Nkaus Airport	Nkaus
FXPG	PEL		Pelaneng Airport	Pelaneng
FXQG	UTG		Quthing Airport	Quthing
FXQN	UNE		Qachas' Nek Airport	Qachas' Nek
FXSK	SKQ		Sekake Airport	Sekake
FXSM	SOK		Semonkong Airport	Semonkong
FXTA	THB		Thaba Tseka Airport	Thaba Tseka
FXTK	TKO		Tlokoeng Airport	Tlokoeng
FYAR	ADI		Arandis Airport	Arandis
FYGF	GFY		Grootfontein Airport	Grootfontein
FYHI	HAL		Halali Airport	Halali
FYHH			Helmeringhausen Airstrip	Helmeringhausen
FYKB	KAS		Karasburg Airport	Karasburg
FYKT	KMP		Keetmanshoop Airport	Keetmanshoop
FYLZ	LUD		Lüderitz Airport	Lüderitz
FYMO	OKU		Mokuti Lodge Airport	Mokuti Lodge
FYMP	MPA		Mpacha Airport	Mpacha
FYNA	NNI		Namutoni Airport	Namutoni
FYNP			Nepara Airfield	Nkurenkuru
FYOA	OND		Ondangwa Airport	Ondangwa
FYOE	OMG		Omega Airport	Omega
FYOG	OMD		Oranjemund Airport	Oranjemund
FYOH			Okahao Airport	Okahao
FYOO	OKF		Okaukuejo Airport	Okaukuejo
FYOP	OPW		Opuwa Airport	Opuwa
FYOS	OHI		Oshakati Airport	Oshakati
FYRU	NDU		Rundu Airport	Rundu
FYSM	SWP		Swakopmund Airport	Swakopmund
FYTM	TSB		Tsumeb Airport	Tsumeb
FYWB	WVB		Walvis Bay Airport	Walvis Bay
FYWE	ERS		Eros Airport	Windhoek
FYWH	WDH		Windhoek Hosea Kutako International Airport	Windhoek
FZAA	FIH		N'Djili International Airport	Kinshasa
FZAB	NLO		N'Dolo Airport	Kinshasa
FZAJ	BOA		Boma Airport	Boma
FZAL	LZI		Luozi Airport	Luozi
FZAM	MAT		Tshimpi Airport	Matadi
FZAR	NKL		Nkolo-Fuma Airport	Nkolo-Fuma
FZBA	INO		Inongo Airport	Inongo
FZBI	NIO		Nioki Airport	Nioki
FZBO	FDU		Bandundu Airport	Bandundu
FZBT	KRZ		Kiri Airport	Kiri
FZCA	KKW		Kikwit Airport	Kikwit
FZCB	IDF		Idiofa Airport	Idiofa
FZCE	LUS		Lusanga Airport	Lusanga
FZCV	MSM		Masi-Manimba Airport	Masi-Manimba
FZDO			Moanda Airport	Moanda
FZEA	MDK		Mbandaka Airport	Mbandaka
FZEN	BSU		Basankusu Airport	Basankusu
FZFA	LIE		Libenge Airport	Libenge
FZFD	BDT		Gbadolite Airport	Gbadolite
FZFK	GMA		Gemena Airport	Gemena
FZFU	BMB		Bumba Airport	Bumba
FZGA	LIQ		Lisala Airport	Lisala
FZGN	BNB		Boende Airport	Boende
FZGV	IKL		Ikela Airport	Ikela
FZIC	FKI		Bangoka International Airport	Kisangani
FZIR	YAN		Yangambi Airport	Yangambi
FZJH	IRP		Matari Airport	Isiro
FZKA	BUX		Bunia Airport	Bunia
FZKJ	BZU		Buta Zega Airport	Buta Zega
FZMA	BKY		Kavumu Airport	Bukavu
FZNA	GOM		Goma International Airport	Goma
FZNP	BNC		Beni Airport	Beni
FZOA	KND		Kindu Airport	Kindu
FZOD	KLY		Kalima Airport	Kalima
FZOP	PUN		Punia Airport	Punia
FZQA	FBM		Lubumbashi International Airport	Lubumbashi
FZQC	PWO		Pweto Airport	Pweto
FZQG	KEC		Kasenga Airport	Kasenga
FZQM	KWZ		Kolwezi Airport	Kolwezi
FZRA	MNO		Manono Airport	Manono
FZRB	BDV		Moba Airport	Moba
FZRF	FMI		Kalemie Airport	Kalemie
FZRM	KBO		Kabalo Airport	Kabalo
FZRQ	KOO		Kongolo Airport	Kongolo
FZSA	KMN		Base Airport	Kamina
FZSB			Kamina Airport	Kamina
FZSK	KAP		Kapanga Airport	Kapanga
FZTK	KNM		Kaniama Airport	Kaniama
FZUA	KGA		Kananga Airport	Kananga
FZUF	KGN		Kasonga Airport	Kasonga
FZUG	LZA		Luisa Airport	Luisa
FZUH	MMW		Moma Airport	Moma
FZUK	TSH		Tshikapa Airport	Tshikapa
FZVA	LJA		Lodja Airport	Lodja
FZVI	LBO		Lusambo Airport	Lusambo
FZVM	MEW		Mweka Airport	Mweka
FZVR	BAN		Basongo Airport	Basongo
FZWA	MJM		Mbuji Mayi Airport	Mbuji Mayi
FZWC	GDJ		Gandajika Airport	Gandajika
GAAO			Ansongo Airport	Ansongo
GABD			Bandiagara Airport	Bandiagara
GABF			Bafoulabe Airport	Bafoulabe
GABG			Bougouni Airport	Bougouni
GABR			Bourem Airport	Bourem
GABS	BKO		Senou International Airport	Bamako
GADZ			Douentza Airport	Douentza
GAGM	GUD		Goundam Airport	Goundam
GAGO	GAQ		Gao International Airport (Korogoussou Airport)	Gao
GAKA	KNZ		Kenieba Airport	Kenieba
GAKL			Kidal Airport	Kidal
GAKN			Kolokani Airport	Kolokani
GAKO	KTX		Koutiala Airport	Koutiala
GAKT			Kita Airport	Kita
GAKY	KYS		Kayes Airport	Kayes
GAMA			Markala Airport	Markala
GAMB	MZI		Mopti Airport (Barbe Airport)	Mopti
GAMK			Menaka Airport	Ménaka, Ménaka Cercle
GANF			Niafunke Airport	Niafunké
GANK	NRM		Keibane Airport	Nara
GANR	NIX		Nioro Airport	Nioro
GASK	KSS		Sikasso Airport	Sikasso
GATB	TOM		Tombouctou Airport	Tombouctou
GATS			Tessalit Airport	Tessalit
GAYE	EYL		Yelimane Airport	Yélimané
GBYD	BJL		Banjul International Airport (Yundum Int'l)	Banjul
GCFV	FUE		El Matorral Airport	Fuerteventura
GCHI	VDE		El Hierro Airport	El Hierro
GCLA	SPC		La Palma Airport	La Palma
GCLP	LPA		Gran Canaria International Airport	Gran Canaria
GCGM	GMZ		La Gomera Airport	La Gomera
GCRR	ACE		Arrecife Airport (Lanzarote Airport)	Arrecife
GCTS	TFS		Tenerife South Airport (Reina Sofía)	Tenerife
GCXO	TFN		Tenerife North Airport (Los Rodeos)	Tenerife
GECE	JCU		Ceuta Heliport	Ceuta
GEML	MLN		Melilla Airport	Melilla
GFBN	BTE		Sherbro International Airport	Bonthe
GFBO	KBS		Bo Airport	Bo
GFGK	GBK		Gbangbatok Airport	Gbangbatok
GFHA	HGS		Hastings Airport	Freetown
GFKB	KBA		Kabala Airport	Kabala
GFKE	KEN		Kenema Airport	Kenema
GFLL	FNA		Lungi International Airport	Freetown
GFYE	WYE		Yengema Airport	Yengema
GGBU	BQE		Bubaque Airport	Bubaque
GGOV	OXB		Osvaldo Vieiro International Airport	Bissau
GGCF			Cufar Airport	Cufar
GLBU	UCN		Buchanan Airport	Buchanan
GLCP	CPA		Cape Palmas Airport	Harper
GLGE	SNI		Greenville/Sinoe Airport –Greenville (Sinoe)
GLLB			Lamco Airport	Buchanan
GLMR	MLW		Spriggs Payne Airport	Monrovia
GLNA	NIA		Nimba Airport	Nimba
GLRB	ROB		Roberts International Airport	Monrovia
GLST	SAZ		Sasstown Airport	Sasstown
GLTN	THC		Tchien Airport	Tchien
GLVA	VOI		Voinjama Airport	Voinjama
GMAA			Inezgane Airport	Agadir, Souss-Massa-Draâ
GMAD	AGA		Al Massira Airport	Agadir, Souss-Massa-Draâ
GMAT	TTA		Tan Tan Airport (Plage Blanche Airport)	Tan Tan, Guelmim-Es Semara
GMAZ			Zagora Airport	Zagora, Souss-Massa-Draâ
GMFA			Ouezzane Airport	Ouezzane, Gharb-Chrarda-Béni Hssen
GMFF	FEZ		Saïss Airport	Fes, Fès-Boulemane
GMFI			Ifrane Airport	Ifrane, Meknès-Tafilalet
GMFK	ERH		Moulay Ali Cherif Airport	Errachidia, Meknès-Tafilalet
GMFM	MEK		Bassatine Air Base (Second Royal Air Force Base)	Meknes, Meknès-Tafilalet
GMFO	OUD		Angads Airport	Oujda, Oriental
GMFU			Sefrou Airport	Fes, Fès-Boulemane
GMFZ			Taza Airport	Taza, Taza-Al Hoceima-Taounate
GMMB			Ben Slimane Airport	Ben Slimane, Chaouia-Ouardigha
GMMC	CAS		Anfa Airport	Casablanca, Greater Casablanca
GMMD			Beni Mellal Airport	Beni Mellal, Tadla-Azilal
GMME	RBA		Rabat-Salé Airport (First Royal Air Force Base)	Rabat / Salé, Rabat-Salé-Zemmour-Zaer
GMMF	SII		Sidi Ifni Airport	Sidi Ifni, Souss-Massa-Draâ
GMMI	ESU		Mogador Airport	Essaouira (Mogador), Marrakech-Tensift-El Haouz
GMMJ			El Jadida Airport	El Jadida, Doukkala-Abda
GMMN	CMN		Mohammed V International Airport	Casablanca, Greater Casablanca
GMMO			Taroudant Airport	Taroudant, Souss-Massa-Draâ
GMMS	SFI		Safi Airport	Safi, Doukkala-Abda
GMMT			Tet Mellil Airport	Casablanca, Greater Casablanca
GMMW	NDR		Nador Airport (Al Aroui Airport)	Nador, Oriental
GMMX	RAK		Marrakech-Menara Airport	Marrakech, Marrakech-Tensift-El Haouz
GMMY	NNA		Kenitra Air Base (Third Royal Air Force Base)	Kenitra, Gharb-Chrarda-Béni Hssen
GMMZ	OZZ		Ouarzazate Airport	Ouarzazate, Souss-Massa-Draâ
GMSL			Sidi Slimane Air Base (Fifth Royal Air Force Base)	Sidi Slimane, Gharb-Chrarda-Béni Hssen
GMTA	AHU		Cherif Al Idrissi Airport	Al Hoceima, Taza-Al Hoceima-Taounate
GMTN	TTU		Sania Ramel Airport	Tétouan, Tangier-Tétouan
GMTT	TNG		Ibn Battouta Airport	Tangier (Tanger), Tangier-Tétouan
GMMA	SMW		Smara Airport	Smara, Western Sahara
GMMH	VIL		Dakhla Airport	Dakhla (Villa Cisneros), Western Sahara
GMML	EUN		Hassan I Airport	Laâyoune (El Aaiún), Western Sahara
GOGG	ZIG		Ziguinchor Airport	Ziguinchor
GOGK	KDA		Kolda North Airport	Kolda
GOGS	CSK		Cap Skiring Airport	Cap Skiring
GOOK	KLC		Kaolack Airport	Kaolack
GOOY	DKR		Léopold Sédar Senghor International Airport	Dakar
GOSM	MAX		Ouro Sogui Airport	Matam
GOSP	POD		Podor Airport	Podor
GOSR	RDT		Richard Toll Airport	Richard Toll
GOSS	XLS		Saint-Louis Airport	Saint-Louis
GOTB	BXE		Bakel Airport	Bakel
GOTK	KGG		Kédougou Airport	Kédougou
GOTS	SMY		Simenti Airport	Simenti
GOTT	TUD		Tambacounda Airport	Tambacounda
GQNA	AEO		Aioun el Atrouss Airport	Aioun el Atrouss
GQNB	OTL		Boutilimit Airport	Boutilimit
GQNC	THI		Tichitt Airport	Tichitt
GQND	TIY		Tidjikja Airport	Tidjikja
GQNE	BGH		Abbaye Airport	Boghe
GQNF	KFA		Kiffa Airport	Kiffa
GQNH	TMD		Timbedra Airport	Timbedra
GQNI	EMN		Nema Airport	Néma
GQNJ	AJJ		Akjoujt Airport	Akjoujt
GQNK	KED		Kaedi Airport	Kaédi
GQNL	MOM		Letfotar Airport	Moudjeria
GQNM			Dahara Airport	Timbedra
GQNN	NKC		Nouakchott International Airport	Nouakchott
GQNS	SEY		Selibaby Airport	Selibaby
GQNT	THT		Tamchakett Airport	Tamchakett
GQPA	ATR		Atar International Airport	Atar
GQPF	FGD		Fderik Airport	Fderik
GQPP	NDB		Nouadhibou International Airport	Nouadhibou
GQPT			Bir Moghrein Airport	Bir Moghrein
GQPZ	OUZ		Tazadit Airport	Zouérat
GSAI			El Aaiún Airport (Hassan Airport)	El Aaiún (Laâyoune) (also see GMML)
GSMA			Smara Airport	Smara (also see GMMA)
GSVO			Dakhla Airport	Dakhla (Villa Cisneros) (also see GMMH)
GUCY	CKY		Conakry International Airport (Gbessia Int'l)	Conakry
GUFA	FIG		Fria Airport	Fria
GUFH	FAA		Faranah Airport	Faranah
GUGO			Gbenko Airport	Banankoro
GUKR			Kawass Airport	Port Kamsar
GUKU	KSI		Kissidougou Airport	Kissidougou
GULB	LEK		Tata Airport	Labe
GUMA	MCA		Macenta Airport	Macenta
GUNZ	NZE		Nzérékoré Airport	N'zerekore
GUOK	BKJ		Boké Baralande Airport	Boké
GUSA			Sangaredi Airport	Sangarédi, Guinea
GUSB	SBI		Sambailo Airport	Koundara
GUSI	GII		Siguiri Airport	Siguiri
GUXN	KNN		Kankan Airport	Kankan
GVAC	SID		Amílcar Cabral International Airport	Sal, Espargos
GVAN	NTO		Agostinho Neto Airport	Ponta do Sol, Santo Antão
GVBA	BVC		Rabil Airport	Boa Vista, Rabil
GVNP	RAI		Praia International Airport	Santiago, Praia
GVMA	MMO		Maio Airport	Maio, Vila do Maio
GVMT	MTI		Mosteiros Airport	Fogo, Mosteiros
GVSF	SFL		São Filipe Airport	Fogo, São Filipe
GVSN	SNE		Preguiça Airport	São Nicolau, Preguiça
GVSV	VXE		São Pedro Airport	São Vicente, São Pedro
HAAB	ADD		Bole International Airport	Addis Ababa
HAAL			Lideta Army Airport	Addis Ababa
HAAM	AMH		Arba Minch Airport	Arba Minch
HAAX	AXU		Axum Airport	Axum
HABD	BJR		Bahir Dar Airport	Bahir Dar
HABE	BEI		Beica Airport	Beica
HABU	BCY		Bulchi Airport	Bulchi
HADC	DSE		Combolcha Airport	Dessie
HADD	DEM		Dembidolo Airport	Dembidolo
HADM	DBM		Debre Marqos Airport	Debre Marqos
HADR	DIR		Aba Tenna Dejazmach Yilma International Airport	Dire Dawa
HADT	DBT		Debre Tabor Airport	Debre Tabor
HAFN	FNH		Fincha Airport	Finicha'a
HAGB	GOB		Robe Airport	Goba
HAGH	GNN		Ghinnir Airport	Ghinnir
HAGM	GMB		Gambela Airport	Gambela
HAGN	GDQ		Gondar Airport	Gondar
HAGO	GDE		Gode Airport (military)	Gode
HAGR	GOR		Gore Airport	Gore
HAHM	QHR		Harar Meda Airport	Debre Zeyit
HAHU	HUE		Humera Airport	Humera
HAJM	JIM		Aba Segud Airport	Jimma
HAKD	ABK		Kabri Dar Airport	Kabri Dar
HAKL	LFO		Kelafo Airport	Kelafo
HALA	AWA		Awasa Airport	Awasa
HAMK	MQX		Alula Aba Airport	Mek'ele
HAMN	NDM		Mendi Airport	Mendi
HAMT	MTF		Mizan Teferi Airport	Mizan Teferi
HANG	EGL		Neghele Airport (military)	Negele Boran
HANJ	NEJ		Nejjo Airport	Nejo
HANK	NEK		Nekemte Airport	Nekemte
HASO	ASO		Asosa Airport	Asosa
HATP	TIE		Tippi Airport	Tippi
HAWC	WAC		Wacca Airport	Wacca
HBBA	BJM		Bujumbura International Airport	Bujumbura
HBBE	GID		Gitega Airport	Gitega
HBBO	KRE		Kirundo Airport	Kirundo
HCMA	ALU		Alula Airport	Alula
HCMB	BIB		Baidoa Airport	Baidoa
HCMC	CXN		Candala Airport	Candala
HCMD	BSY		Bardera Airport	Bardera
HCME	HCM		Eil Airport	Eil
HCMF	BSA		Bender Qassim International Airport	Boosaaso
HCMG	GSR		Gardo Airport	Gardo
HCMH	HGA		Egal International Airport	Hargeisa
HCMI	BBO		Berbera Airport	Berbera
HCMK	KMU		Kisimayu Airport	Kisimayu
HCMM	MGQ		Mogadishu Airport	Mogadishu
HCMO	CMO		Obbia Airport	Obbia
HCMR	GLK		Galcaio Airport	Galcaio
HCMS	CMS		Scusciuban Airport	Scusciuban
HCMU	ERA		Erigavo Airport	Erigavo
HCMV	BUO		Burao Airport	Burao
HDAG			Assa-Gueyla Airport	Assa-Gueyla
HDAM	JIB		Djibouti-Ambouli International Airport	Djibouti City
HDAS	AII		Ali-Sabieh Airport	Ali-Sabieh
HDCH			Chabelley Airport	Chabelley
HDDK			Dikhil Airport	Dikhil
HDHE			Herkale Airport	Herkale
HDMO	MHI		Moucha Airport	Moucha Island
HDOB	OBC		Obock Airport	Obock
HDTJ	TDJ		Tadjoura Airport	Tadjoura
HEAR	AAC		El Arish International Airport	El Arish
HEAT	ATZ		Asyut Airport	Assiut
HEAX	ALY		El Nhouza Airport	Alexandria
HEBA	HBE		Borg El Arab Airport	Alexandria
HEBL	ABS		Abu Simbel Airport	Abu Simbel
HECA	CAI		Cairo International Airport	Cairo
HECW	CWE		Cairo West Airport	Cairo West
HEGN	HRG		Hurghada Airport	Hurghada
HEGO			El Gona Airport	Hurghada
HEGR	EGH		El Gora Airport	El Gora
HELX	LXR		Luxor International Airport	Luxor
HEMA	RMF		Marsa Alam International Airport	Marsa Alam
HEMM	MUH		Mersa Matruh Airport	Mersa Matruh
HENV	UVL		New Valley Airport	New Valley
HEOC			6th of October Airport
HEOW	GSQ		Sharq Al-Owainat Airport	Sharq Al-Owainat, Egypt
HEPS	PSD		Port Said Airport	Port Said
HESC	SKV		St. Catherine International Airport	St. Catherine
HESH	SSH		Sharm el-Sheikh International Airport	Sharm El Sheikh
HESN	ASW		Aswan Airport	Aswan
HETB	TCP		Taba International Airport	Taba
HETR			El Tor International Airport
HHAS	ASM		Asmara International Airport	Asmara
HHMS	MSW		Massawa International Airport	Massawa
HHSB	ASA		Assab International Airport	Assab
HHTS	TES		Teseney Airport	Teseney
HKAM	ASV		Amboseli Airport	Amboseli
HKEL	EDL		Eldoret International Airport	Eldoret
HKES	EYS		Eliye Springs Airport	Eliye Springs
HKFG	KLK		Kalokol Airport	Kalokol
HKGA	GAS		Garissa Airport	Garissa
HKHO	HOA		Hola Airport	Hola
HKJK	NBO		Jomo Kenyatta International Airport (formerly Nairobi International Airport)	Nairobi
HKKI	KIS		Kisumu Airport	Kisumu
HKKL	ILU		Kilaguni Airport	Kilaguni
HKKR	KEY		Kericho Airport	Kericho
HKKT	KTL		Kitale Airport	Kitale
HKLO	LOK		Lodwar Airport	Lodwar
HKLU	LAU		Manda Airport	Lamu
HKLY	LOY		Loiyangalani Airport	Loiyangalani
HKMA	NDE		Mandera Airport	Mandera
HKMB	RBT		Marsabit Airport	Marsabit
HKML	MYD		Malindi Airport	Malindi
HKMO	MBA		Moi International Airport	Mombasa
