BUF01	Riverside Grounds	1879-05-01	1883-09-08	0	212	-78.89	42.91	Buffalo	NY	US								BFN (212:1879-1883)	Riverside Grounds (1879-1883); Riverside Park	
BUF02	Olympic Park I	1884-05-21	1885-10-07	0	108	-78.88	42.91	Buffalo	NY	US								BFN (108:1884-1885)	Olympic Park I (1884-1885)	
BUF03	Olympic Park II	1890-04-19	1890-10-04	0	65	-78.86	42.91	Buffalo	NY	US								BFP (65:1890-1890)	Olympic Park II (1890-1890)	
BUF04	International Fair Association Grounds	1914-05-11	1915-09-08	0	156	-78.85	42.92	Buffalo	NY	US								BUF (156:1914-1915)	International Fair Association Grounds (1914-1915); Federal League Park	
CAN01	Mahaffey Park	1902-06-15	1903-06-21	0	3	-81.41	40.82	Canton	OH	US								CLE (3:1902-1903 alt)	Mahaffey Park (1890-1903)	PIT played 1 games here as an alternate (neutral) site from 1890-09-18 until 1890-09-18 | CLE played 3 games here as an alternate (neutral) site from 1902-06-15 until
CAN02	Pastime Park	1890-09-18	1890-09-18	0	1	-81.42	40.81	Canton	OH	US								PIT (1:1890-1890 alt)	Pastime Park	1 PIT game
CHI01	White Stocking Grounds	1871-05-08	1871-09-29	0	17	-87.62	41.88	Chicago	IL	US								CH1 (16:1871-1871); RC1 (1:1871-1871 alt)	White Stocking Grounds (1871-1871); Lake Front Park I; Lake Park; Lake Front Park; Union Base-Ball Grounds; Chicago Base-Ball Grounds; Lake Shore Park; Lake Street Dumping Ground; The Dump	RC1 played 1 games here as an alternate (neutral) site from 1871-08-08 until 1871-08-08
CHI02	23rd Street Park	1872-05-29	1877-10-06	0	129	-87.63	41.85	Chicago	IL	US								CHN (60:1876-1877); CH2 (61:1874-1875); TRO (4:1872-1872 alt); PH2 (1:1873-1873 alt); CL1 (2:1872-1872 alt); BS1 (1:1873-1873 alt)	23rd Street Park (1872-1877); 23rd Street Grounds	TRO played 4 games here as an alternate (neutral) site from 1872-06-17 until 1872-07-04 | PH2 played 1 games here as an alternate (neutral) site from 1873-08-19 until
CHI03	White Stocking Park	1878-05-14	1882-09-30	0	208	-87.62	41.88	Chicago	IL	US								CHN (208:1878-1882)	White Stocking Park; Lake Front Park II (1878-1882); Lake Front Park I	
CHI04	Lake Front Park III	1883-05-05	1884-10-11	0	106	-87.62	41.88	Chicago	IL	US								CHN (106:1883-1884)	Lake Front Park III (1883-1884); Lake Front Park II	
CHI05	South Side Park I	1884-05-02	1884-08-01	0	35	-87.62	41.82	Chicago	IL	US								CHU (35:1884-1884)	South Side Park I (1884-1884); Union Grounds; Cricket Club Grounds	
CHI06	West Side Park	1885-06-06	1891-10-02	0	429	-87.66	41.87	Chicago	IL	US								CHN (429:1885-1891 alt)	West Side Park (1885-1891); West Side Park I	CHN:1891(M/W/F)
CHI07	South Side Park II	1890-05-05	1893-05-24	0	181	-87.63	41.83	Chicago	IL	US								CHP (70:1890-1890); CHN (111:1891-1893 alt)	South Side Park II (1890-1893); South Side Park I	CHN:1891(Tu/Th/Sa)
CHI08	West Side Grounds	1893-05-14	1915-10-03	0	1739	-87.67	41.87	Chicago	IL	US								CHN (1738:1893-1915); CL4 (1:1898-1898 alt)	West Side Grounds (1893-1915); West Side Park II	CL4 played 1 games here as an alternate (neutral) site from 1898-10-08 until 1898-10-08 | CHN:1893(Sun) | CHN played 1 games here as an alternate (neutral) site from 
CHI09	South Side Park III	1901-04-24	1910-06-27	0	718	-87.63	41.82	Chicago	IL	US								CHA (718:1901-1910 alt)	South Side Park III (1901-1910); South Side Park II	
CHI10	Comiskey Park I	1910-07-01	1990-09-30	0	6247	-87.63	41.83	Chicago	IL	US								CHA (6247:1910-1990)	Comiskey Park I (1913-1990); White Sox Park II (1910-1912); White Sox Park; Comiskey Park	CHN played 3 games here as an alternate (neutral) site from 1918-09-05 until 1918-09-07: To accommodate large crowd [World Series]
CHI11	Wrigley Field	1914-04-23	2013-09-25	1	7871	-87.66	41.95	Chicago	IL	US	60613-4397	1060 West Addison		(773) 404-2827	cubs.com	loscubs.com	logo_chc_79x76.jpg	CHN (7716:1916-now); CHF (155:1914-1915)	Wrigley Field (1927-now); Weeghman Park (1914-1918); Cubs Park (1919-1926); Wrigley Field (Chicago) (1927-now)	
CHI12	U.S. Cellular Field	1991-04-18	2013-09-29	1	1831	-87.63	41.83	Chicago	IL	US	60616	333 West 35th Street		(312) 674-1000	whitesox.com	loswhitesox.com	logo_cws_79x76.jpg	CHA (1829:1991-now); FLO (2:2004-2004 alt)	U.S. Cellular Field (2003-now); Comiskey Park II (1991-2002); White Sox Park; The Cell	FLO played 2 games here as an alternate (neutral) site from 2004-09-13 until 2004-09-14: Threat of Hurricane Ivan in Miami (did not occur)
CIN01	Lincoln Park Grounds	1871-05-13	1871-07-22	0	3	-84.53	39.11	Cincinnati	OH	US								WS3 (1:1871-1871 alt); CL1 (2:1871-1871 alt)	Lincoln Park Grounds (1871-1871); Union Cricket Club Grounds	WS3 played 1 games here as an alternate (neutral) site from 1871-07-04 until 1871-07-04 | CL1 played 2 games here as an alternate (neutral) site from 1871-05-13 until
CIN02	Avenue Grounds	1876-04-25	1879-08-27	0	132	-84.55	39.14	Cincinnati	OH	US								CN1 (132:1876-1879)	Avenue Grounds (1876-1879)	First Ladies Day (1876)
CIN03	Bank Street Grounds	1880-05-01	1884-10-15	0	185	-84.54	39.12	Cincinnati	OH	US								CNU (52:1884-1884); CN2 (93:1882-1883); CN1 (40:1880-1880)	Bank Street Grounds (1880-1884)	
CIN04	League Park (Cincinnati) I	1884-05-01	1893-09-29	0	698	-84.54	39.12	Cincinnati	OH	US								CN2 (412:1884-1889); CIN (286:1890-1893)	League Park (Cincinnati) I (1884-1893); League Park I (1884-1893); League Park I in Cincinnati	
CIN05	League Park (Cincinnati) II	1894-04-20	1901-10-06	0	577	-84.54	39.12	Cincinnati	OH	US								CIN (577:1894-1901)	League Park (Cincinnati) II (1894-1901); League Park II (1894-1901); League Park II in Cincinnati	
CIN06	Palace of the Fans	1902-04-17	1911-10-12	0	779	-84.54	39.12	Cincinnati	OH	US								CIN (779:1902-1911)	Palace of the Fans (1902-1911); League Park III	
CIN07	Crosley Field	1912-04-11	1970-06-24	0	4544	-84.54	39.12	Cincinnati	OH	US								CIN (4544:1912-1970 alt)	Crosley Field (1934-1970); Redland Field (1912-1933)	
CIN08	Riverfront Stadium	1970-06-30	2002-09-22	0	2576	-84.51	39.1	Cincinnati	OH	US								CIN (2576:1970-2002)	Cinergy Field (1996-2002); Riverfront Stadium (1970-1995)	
CIN09	Great American Ballpark	2003-03-31	2013-09-29	1	892	-84.51	39.1	Cincinnati	OH	US	45202-4109	100 Main Street		(513) 765-7000	reds.com		logo_cin_79x76.jpg	CIN (892:2003-now)	Great American Ballpark (2003-now); Great American Ball Park	
CLE01	National Association Grounds	1871-05-11	1872-08-19	0	16	-81.65	41.48	Cleveland	OH	US								CL1 (16:1871-1872)	National Association Grounds (1871-1872)	
CLE02	League Park I	1879-05-01	1884-10-11	0	275	-81.65	41.5	Cleveland	OH	US								CL2 (275:1879-1884)	League Park I (1879-1884); League Park (Cleveland) I (1879-1884); National League Park I; Kennard Street Park	
CLE03	League Park II	1887-05-04	1890-10-04	0	246	-81.66	41.5	Cleveland	OH	US								CL4 (131:1889-1890); CL3 (115:1887-1888)	League Park II (1887-1890); League Park (Cleveland) II (1887-1890); National League Park II; National League Park; American Association Park	
CLE04	Brotherhood Park	1890-04-30	1890-10-04	0	62	-81.65	41.48	Cleveland	OH	US								CLP (62:1890-1890)	Brotherhood Park (1890-1890); Players League Park	
CLE05	League Park III	1891-05-01	1909-09-06	0	1220	-81.64	41.51	Cleveland	OH	US								CLE (671:1901-1909); CL4 (549:1891-1899)	League Park III (1891-1909); League Park (Cleveland) III (1891-1909); National League Park III; League Park I	
CLE06	League Park IV	1910-04-21	1946-09-21	0	2376	-81.64	41.51	Cleveland	OH	US								CLE (2376:1910-1946 alt)	League Park IV (1928-1946); Dunn Field (1916-1927); League Park (Cleveland) IV (1928-1946); League Park II	
CLE07	Cleveland Stadium	1932-07-31	1993-10-03	0	4196	-81.7	41.51	Cleveland	OH	US								CLE (4196:1932-1993 alt)	Cleveland Stadium (1932-1993); Municipal Stadium	
CLE08	Progressive Field	1994-04-04	2013-09-25	1	1575	-81.69	41.5	Cleveland	OH	US	44115	2401 Ontario Street		(216) 420-4200	indians.com		logo_cle_79x76.jpg	CLE (1575:1994-now)	Progressive Field (2008-now); Jacobs Field (1994-2007)	
CLE09	Cedar Avenue Driving Park	1887-08-21	1887-08-21	0	1	-81.63	41.5	Cleveland	OH	US								CL3 (1:1887-1887 alt)	Cedar Avenue Driving Park (1887-1887)	CL3 played 1 games here as an alternate (neutral) site from 1887-08-21 until 1887-08-21: Alternate park for Sunday and/or holiday games
CLL01	Euclid Beach Park	1898-06-12	1898-06-19	0	2	-81.57	41.58	Cleveland	OH	US	44110							CL4 (2:1898-1898 alt)	Euclid Beach Park (1898-1898)	CL4 played 2 games here as an alternate (neutral) site from 1898-06-12 until 1898-06-19: Alternate park for Sunday and/or holiday games
COL01	Recreation Park (Columbus) I	1883-05-01	1884-09-22	0	102	-82.98	39.96	Columbus	OH	US								CL5 (102:1883-1884)	Recreation Park (Columbus) I (1883-1884); Recreation Park I (1883-1884)	
COL02	Recreation Park (Columbus) II	1889-04-28	1891-09-22	0	202	-82.99	39.95	Columbus	OH	US								CL6 (202:1889-1891)	Recreation Park (Columbus) II (1889-1891); Recreation Park II (1889-1891)	
COL03	Neil Park I	1902-08-03	1903-05-17	0	2	-82.99	39.97	Columbus	OH	US								CLE (2:1902-1903 alt)	Neil Park I (1902-1903)	CLE played 2 games here as an alternate (neutral) site from 1902-08-03 until 1903-05-17: Alternate park for Sunday and/or holiday games
COL04	Neil Park II	1905-07-23	1905-07-24	0	2	-82.99	39.97	Columbus	OH	US								DET (2:1905-1905 alt)	Neil Park II (1905-1905)	DET played 2 games here as an alternate (neutral) site from 1905-07-23 until 1905-07-24: Opening of the Grand Circuit Trotting Meet in Detroit
COV01	Star Baseball Park	1875-09-21	1875-09-21	0	1	-84.51	39.07	Covington	KY	US								PH2 (1:1875-1875 alt)	Star Baseball Park (1875-1875)	PH2 played 1 games here as an alternate (neutral) site from 1875-09-21 until 1875-09-21
DAY01	Fairview Park	1902-06-08	1902-06-08	0	1	-84.21	39.79	Dayton	OH	US								CLE (1:1902-1902 alt)	Fairview Park (1902-1902)	CLE played 1 games here as an alternate (neutral) site from 1902-06-08 until 1902-06-08: Alternate park for Sunday and/or holiday games
DEN01	Mile High Stadium	1993-04-09	1994-08-11	0	138	-105.02	39.75	Denver	CO	US								COL (138:1993-1994)	Mile High Stadium (1993-1994)	
DEN02	Coors Field	1995-04-26	2013-09-25	1	1531	-104.99	39.76	Denver	CO	US	80205-2000	2001 Blake Street		(303) 292-0200	coloradorockies.com		logo_col_79x76.jpg	COL (1531:1995-now)	Coors Field (1995-now)	
DET01	Recreation Park (Detroit)	1881-05-02	1890-09-23	0	439	-83.06	42.35	Detroit	MI	US								DTN (438:1881-1888); CL4 (1:1890-1890 alt)	Recreation Park (Detroit) (1881-1888); Recreation Park (1881-1888)	
DET02	Bennett Park	1901-04-25	1911-09-10	0	796	-83.07	42.33	Detroit	MI	US								DET (796:1901-1911)	Bennett Park (1901-1911)	
DET03	Burns Park	1901-04-28	1902-09-07	0	23	-83.13	42.32	Detroit	MI	US								DET (23:1901-1902 alt)	Burns Park (1901-1902); West End Park	Sundays only
DET04	Tiger Stadium	1912-04-20	1999-09-27	0	6879	-83.07	42.33	Detroit	MI	US								DET (6879:1912-1999)	Tiger Stadium (1962-1999); Navin Field (1912-1937); Briggs Stadium (1938-1961)	
DET05	Comerica Park	2000-04-11	2013-09-22	1	1133	-83.05	42.34	Detroit	MI	US	48201	2100 Woodward Avenue		(313) 471-2000	tigers.com		logo_det_79x76.jpg	DET (1133:2000-now)	Comerica Park (2000-now)	
DOV01	Fairview Park Fair Grounds	1875-06-24	1875-06-24	0	1	-75.54	39.17	Dover	DE	US								PH1 (1:1875-1875 alt)	Fairview Park Fair Grounds (1875-1875)	PH1 played 1 games here as an alternate (neutral) site from 1875-06-24 until 1875-06-24
ELM01	Maple Avenue Driving Park	1885-10-10	1885-10-10	0	2	-76.78	42.08	Elmira	NY	US								BFN (2:1885-1885 alt)	Maple Avenue Driving Park (1885-1885)	BFN played 2 games here as an alternate (neutral) site from 1885-10-10 until 1885-10-10
FOR01	Grand Duchess	1871-05-13	1871-08-29	0	8	-85.16	41.08	Fort Wayne	IN	US								FW1 (8:1871-1871)	Grand Duchess (1871-1871); Hamilton Field	First ML game
FOR02	Swinney Park	1882-10-24	1882-10-24	0	NULL	NULL	NULL	Fort Wayne	IN	US									Swinney Park	Stadium only found in old parkcodes.txt, data suspect | Last game of playoffs (CHN &amp; PRO)
FOR03	Jailhouse Flats	1902-06-22	1902-08-31	0	2	-85.14	41.08	Fort Wayne	IN	US								CLE (2:1902-1902 alt)	Jailhouse Flats (1902-1902)	CLE played 2 games here as an alternate (neutral) site from 1902-06-22 until 1902-08-31: Alternate park for Sunday and/or holiday games
GEA01	Geauga Lake Grounds	1888-07-22	1888-08-26	0	3	-81.37	41.35	Aurora	OH	US	44202							CL3 (3:1888-1888 alt)	Geauga Lake Grounds (1888-1888); Geagua Lake Grounds	CL3 played 4 games here as an alternate (neutral) site from 1888-07-22 until 1888-09-02: Alternate park for Sunday and/or holiday games
GLO01	Gloucester Point Grounds	1888-08-05	1890-10-12	0	30	-75.13	39.89	Gloucester City	NJ	US								PH4 (30:1888-1890 alt)	Gloucester Point Grounds (1888-1890)	Sundays | PH4 played 31 games here as an alternate (neutral) site from 1888-06-10 until 1890-10-12: Alternate park for Sunday and/or holiday games
GRA01	Ramona Park	1903-05-24	1903-05-24	0	1	-85.61	42.95	Grand Rapids	MI	US								DET (1:1903-1903 alt)	Ramona Park (1903-1903)	DET played 1 games here as an alternate (neutral) site from 1903-05-24 until 1903-05-24: Alternate park for Sunday and/or holiday games
HAR01	Harrison Field	1915-04-16	1915-10-03	0	79	-74.16	40.74	Harrison	NJ	US								NEW (79:1915-1915)	Harrison Field (1915-1915); Federal League Park; Harrison Park; Peppers Park	
HOB01	Elysian Field	1873-07-04	1873-07-04	0	1	-74.0268	40.7499	Hoboken	NJ	US								NY2 (1873-1873) [alt]	Elysian Field (1873-1873)	NY2 played 1 games here as an alternate (neutral) site from 1873-07-04 until 1873-07-04
HON01	Aloha Stadium	1997-04-19	1997-04-20	0	3	-157.93	21.37	Honolulu	HI	US								SDN (3:1997-1997 alt)	Aloha Stadium (1997-1997)	SDN played 3 games here as an alternate (neutral) site from 1997-04-19 until 1997-04-20: Marketing move by Major League Baseball
HOU01	Colt Stadium	1962-04-10	1964-09-27	0	244	-95.41	29.69	Houston	TX	US								HOU (244:1962-1964)	Colt Stadium (1962-1964)	
HOU02	Astrodome	1965-04-12	1999-10-03	0	2774	-95.41	29.68	Houston	TX	US								HOU (2774:1965-1999)	Astrodome (1965-1999)	
HOU03	Minute Maid Park	2000-04-07	2013-09-29	1	1131	-95.36	29.76	Houston	TX	US	77002	501 Crawford Street		(713) 259-8000	astros.com	astrosdehouston.com	logo_hou_79x76.jpg	HOU (1131:2000-now)	Minute Maid Park (2002-now); Enron Field (2000-2001); Astros Field (2002-2001)	
HRT01	Hartford Ball Club Grounds	1874-05-01	1876-09-16	0	100	-72.67	41.76	Hartford	CT	US								HR1 (68:1874-1875); HAR (32:1876-1876)	Hartford Ball Club Grounds (1874-1876)	
HRT02	Hartford Trotting Park	1872-06-21	1872-08-09	0	3	-72.7	41.78	Hartford	CT	US								MID (3:1872-1872 alt)	Hartford Trotting Park (1872-1872)	MID played 3 games here as an alternate (neutral) site from 1872-06-21 until 1872-08-09
IND01	South Street Park	1878-05-01	1878-09-13	0	22	-86.15	39.76	Indianapolis	IN	US								IN1 (22:1878-1878)	South Street Park (1878-1878)	
IND02	Seventh Street Park I	1884-05-14	1885-09-15	0	45	-86.16	39.79	Indianapolis	IN	US								IN2 (44:1884-1884); SL5 (1:1885-1885 alt)	Seventh Street Park I (1884-1884); Seventh Street Park	
IND03	Bruce Grounds	1884-05-18	1884-09-21	0	11	-86.14	39.8	Indianapolis	IN	US								IN2 (11:1884-1884 alt)	Bruce Grounds (1884-1884)	IN2:Sundays
IND04	Seventh Street Park II	1887-04-28	1887-10-08	0	64	-86.16	39.79	Indianapolis	IN	US								IN3 (64:1887-1887)	Seventh Street Park II (1887-1887); Athletic Park I	
IND05	Seventh Street Park III	1888-04-20	1889-10-05	0	135	-86.16	39.79	Indianapolis	IN	US								IN3 (135:1888-1889)	Seventh Street Park III (1888-1889); Athletic Park II	
IND06	Indianapolis Park	1890-07-28	1890-08-02	0	6	-86.13	39.77	Indianapolis	IN	US								CL4 (6:1890-1890 alt)	Indianapolis Park (1890-1890)	CL4 played 3 games here as an alternate (neutral) site from 1890-07-30 until 1890-08-02
IND07	Federal League Park	1914-04-23	1914-10-08	0	80	-86.17	39.76	Indianapolis	IN	US								IND (80:1914-1914)	Federal League Park (1914-1914); Washington Park	
IRO01	Windsor Beach Grounds	1890-05-11	1890-07-20	0	6	-77.59	43.25	Rochester	NY	US								RC2 (6:1890-1890 alt)	Windsor Beach Grounds (1890-1890); Windsor Beach	RC2: Sundays | RC2 played 6 games here as an alternate (neutral) site from 1890-05-11 until 1890-07-20: Alternate park for Sunday and/or holiday games
JER01	Oakland Park	1889-04-24	1889-04-25	0	2	-74.05	40.73	Jersey City	NJ	US								NY1 (2:1889-1889 alt)	Oakdale Park (1889-1889); Oakland Park; Oakland Athletic Association Field; Oakdale Park (Jersey City); Oakdale Park (1889-1889)	NY1 played 2 games here as an alternate (neutral) site from 1889-04-24 until 1889-04-25
JER02	Roosevelt Stadium	1956-04-19	1957-09-03	0	15	-74.1	40.71	Jersey City	NJ	US								BRO (15:1956-1957 alt)	Roosevelt Stadium (1956-1957)	BRO played 15 games here as an alternate (neutral) site from 1956-04-19 until 1957-09-03: Marketing move by Major League Baseball
KAN01	Athletic Park (Kansas City)	1884-06-07	1884-10-19	0	36	-94.59	39.08	Kansas City	MO	US								KCU (36:1884-1884)	Athletic Park (Kansas City) (1884-1884); Athletic Park (1884-1884)	
KAN02	Association Park	1886-04-30	1888-09-29	0	114	-94.56	39.11	Kansas City	MO	US								KCN (58:1886-1886); KC2 (56:1888-1888)	Association Park (1886-1892); Association Park I	SLN played 3 games here as an alternate (neutral) site from 1892-08-23 until 1892-10-15
KAN03	Exposition Park	1888-09-30	1892-10-15	0	74	-94.55	39.09	Kansas City	MO	US								SLN (3:1892-1892 alt); KC2 (71:1888-1889 alt)	Exposition Park (1889-1889)	
KAN04	Gordon and Koppel Field	1914-04-16	1915-09-28	0	151	-94.57	39.04	Kansas City	MO	US								KCF (151:1914-1915)	Gordon and Koppel Field (1914-1915)	
KAN05	Municipal Stadium	1955-04-12	1972-10-04	0	1348	-94.56	39.09	Kansas City	MO	US								KCA (319:1969-1972); KC1 (1029:1955-1967)	Municipal Stadium (1955-1972); Municipal Stadium II; Municipal Stadium I	
KAN06	Kauffman Stadium	1973-04-10	2013-09-22	1	3251	-94.48	39.05	Kansas City	MO	US	64129	One Royal Way		(816) 921-8000	royals.com		logo_kc_79x76.jpg	KCA (3251:1973-now)	Kauffman Stadium (1993-now); Royals Stadium (1973-1992)	
KEO01	Perry Park	1875-05-04	1875-06-14	0	8	-91.39	40.41	Keokuk	IA	US								KEO (8:1875-1875)	Perry Park (1875-1875); Walte's Pasture	
LAS01	Cashman Field	1996-04-01	1996-04-07	0	6	-115.13	36.18	Las Vegas	NV	US								OAK (6:1996-1996 alt)	Cashman Field (1996-1996)	OAK played 6 games here as an alternate (neutral) site from 1996-04-01 until 1996-04-07: Incomplete football renovations to Oakland-Alameda County Col
LBV01	Champion Stadium	2007-05-15	2008-04-24	0	6	-81.56	28.34	Lake Buena Vista	FL	US	32830							TBA (6:2007-now alt)	Champion Stadium; The Ballpark at Disney's Wide World of Sports; Disney Field; Cracker Jack Stadium; The Ballpark at Disney's Wide World	TBA played 3 games here as an alternate (neutral) site from 2007-05-15 until 2007-05-17: Marketing move by Major League Baseball
LOS01	Los Angeles Memorial Coliseum	1958-04-18	1961-09-20	0	309	-118.29	34.01	Los Angeles	CA	US								LAN (309:1958-1961)	Los Angeles Memorial Coliseum (1958-1961); LA Memorial Coliseum; Los Angeles Colisuem; Memorial Coliseum	
LOS02	Wrigley Field (Los Angeles)	1961-04-27	1961-10-01	0	82	-118.27	34.01	Los Angeles	CA	US								LAA (82:1961-1961)	Wrigley Field (Los Angeles) (1961-1961); Wrigley Field (1961-1961); Wrigley Field (LA)	
LOS03	Dodger Stadium	1962-04-10	2013-09-29	1	4471	-118.24	34.07	Los Angeles	CA	US	90012-1199	1000 Elysian Park Avenue		(323) 224-1500	dodgers.com	losdodgers.com	logo_la_79x76.jpg	LAN (4148:1962-now); LAA (243:1962-1964); CAL (80:1965-1965)	Dodger Stadium (1962-now); Chavez Ravine	
