1995-05-06T05:00:00Z	1995-05-16T05:00:00Z	Lebanon, OR			Woman repts. seeing two large, bright objects, like "funnels of light," in eastern sky from top of Snow Peak.	44.5365119	-122.9070339	Lebanon	Linn	Oregon	United States of America	
1995-07-30T05:00:00Z	1995-07-30T05:00:00Z	Newtown, CT		30 sec.	Man & wife witness two sightings of an obj. moving across sky very fast.	41.4123225	-73.3114235802945	Newtown	Fairfield County	Connecticut	United States of America	30 sec
1995-08-22T05:00:00Z	1995-08-22T05:00:00Z	Prescott, AZ		2 sec.	Father & son witness strange obj. streak across sky "in clump of cloud."  Seconds later, they crest hill, obj. is gone, no clouds vis.	34.5400242	-112.4685025	Prescott	Yavapai	Arizona	United States of America	2 sec
1995-02-07T06:00:00Z	1995-02-07T06:00:00Z	Quilcene, WA		20 sec	Bangor Facility empl. witnesses 6 strange lights over Quilcene, WA, on way to work.  20 sec. sighting. Good report.	47.8222945	-122.8751712	Quilcene	Jefferson County	Washington	United States of America	20 sec
1995-09-09T05:00:00Z	1995-09-10T05:00:00Z	Silverdale, WA		2 sec.	Man outside smoking witnesses 3 "dull orange" circular craft streak overhead to west.  Each approx. 1/4 diameter of full moon.	47.6594091	-122.6766317	Silverdale	Kitsap County	Washington	United States of America	2 sec
1995-03-28T06:00:00Z	1995-03-28T06:00:00Z	Cordova, AK		15 min	A public employee calls NUFORC to report a very dramatic sighting in the outskirts of Cordova, AK.  The person was driving in the vicinity of the Cordova Airport, when the witness reports observing a "clump of fog" jumping across the roadway in front of the car.  The witness's attention is immediately drawn to the event, although concludes that it must just have been fog being swept over the roadway.  A few seconds later, witness sees the same event, but the "object" is now closer, and more visible.  The circling event occurs a total of six times, and is concluded when a strange looking object is hovering over the right-front fender of the witness's car.  The witness proceeds to drive many more miles toward the town of Cordova, when the witness becomes aware of two large, disc-shaped objects sitting in a meadow beside the roadway.  The witness calls the next morning, and is quite emotionally upset by the experience.  Reports that the event was quite dramatic.	60.552345	-145.688849517765	Cordova	Valdez-Cordova	Alaska	United States of America	15 min
1995-04-04T05:00:00Z	1995-04-04T05:00:00Z	Folsom, NJ			Woman repts. stationary light in sky, which dims when aircraft pass by.	39.8898346	-75.3251883	Folsom	Delaware County	Pennsylvania	United States of America	
1995-02-28T06:00:00Z	1995-03-02T06:00:00Z	Harrisonburg, VA			Journalist calls seeking information regarding recent multiple sightings near Harrisonburg, VA.	38.4440835	-78.8719367	Harrisonburg	Rockingham County	Virginia	United States of America	
1995-02-22T06:00:00Z	1995-02-22T06:00:00Z	Vancouver, WA		4 sec.	Multiple witnesses, newspaper article about green obj streaking to north. Many calls to media.	45.6306954	-122.6744557	Vancouver	Clark County	Washington	United States of America	4 sec
1995-09-12T05:00:00Z	1995-09-14T05:00:00Z	North Haven, CT		5 min.	Woman observes bizarre object hovering motionless in cemetary.  Looked like "large, bright red bicycle helmut w/ speckles on it."	41.3909305	-72.859545	North Haven	New Haven County	Connecticut	United States of America	5 min
1995-08-24T05:00:00Z	1995-08-25T05:00:00Z	Battle Creek, MI			Older woman reports witnessing "a square thing w/ a lot of lights" that descended out of night sky.  (Facts incomplete.)	42.3192548	-85.1824269	Battle Creek	Calhoun County	Michigan	United States of America	
1995-01-30T06:00:00Z	1995-01-30T06:00:00Z	Jacksonville, FL		90 sec.	Man and wife were driving north on I-95 and observed what he thought was a "landing light" in the clear night sky, which  appeared to be "pointed" at him.  Then he witnessed a second light, more orange, and smaller than the first, which faded from view in about 5 seconds after first being observed. The pair of lights then appeared to split into two and continued flying to the southeast, one above the other now.  They then appeared to fade out rapidly.	30.3321838	-81.655651	Jacksonville	Duval County	Florida	United States of America	90 sec
1995-08-29T05:00:00Z	1995-08-29T05:00:00Z	Boise, ID		1 sec.	Man repts. sighting bright white light streaking E to W 60 deg. above S horizon.  1/3 diameter of full moon. 2nd sighting by others.	43.615046	-116.2044429	Boise	Ada County	Idaho	United States of America	1 sec
1995-01-21T06:00:00Z	1995-01-22T06:00:00Z	Seymour, TN		3 min.	A man and his fiancee were returning from TN to their home in western NC.  They had turned from Route 441 to Route 411 and had driven south approximately 3 miles, when they observed a huge triangular ship, estimated to be 50 yds. in width, hovering less than 100 yds. off the ground.  It was virtually motionless in the sky, except when it was to seen to rotate horizontally.  It had a red and blue light on the ventral side, and there were either 3 or 4 strange lights on what was taken to be the trailing edge of the craft.  Observed for 2 or 3 minutes.  The observers were awed by what they had seen.  They said it was very similar to the triangular craft reported over Belgium, which they had seen described on television.	35.8810385	-83.7766217275262	Seymour	Sevier County	Tennessee	United States of America	3 min
1995-10-22T05:00:00Z	1995-10-24T05:00:00Z	Bessemer, AL		15 min.	Man, wife, 2 children,  driving down long hill, see bizarre cluster of lights, "like Christmas tree in the sky."  Multiple witnesses.	33.3750295	-87.0182699856433	Bessemer	Jefferson County	Alabama	United States of America	15 min
1995-09-16T05:00:00Z	1995-09-16T05:00:00Z	Seattle, WA		20 sec.	Man repts. large "vee-shaped boomerang w/ fluorescent light on leading edge" pass slowly overhead.  Estimated 500' altitude.	47.6038321	-122.3300624	Seattle	King County	Washington	United States of America	20 sec
1994-12-31T06:00:00Z	1995-04-26T05:00:00Z	West Union, OH			Young man repts. seeing orange dot, which fluttered, descended, disappeared, then suddenly reappeared w/ 3 other objs.	38.7945166	-83.5451934	West Union	Adams County	Ohio	United States of America	
1995-04-23T05:00:00Z	1995-04-23T05:00:00Z	Bradenton, FL		5 min.	Man & wife witness "Armada of bright objs," streak across sky in formation.  Fly SE.  Very unusual.  Not meteors!((NUFORC Note:  No other information provided by witness.  Witness elects to remain anonymous.  PD))	27.4989278	-82.5748194	Bradenton	Manatee County	Florida	United States of America	5 min
1995-02-22T06:00:00Z	1995-02-22T06:00:00Z	Seattle, WA		4 sec.	Multiple calls regarding green obj. streaking NNW from Renton to Paine Field.  Low alt. (?)  One witness repts. it hovered.	47.6038321	-122.3300624	Seattle	King County	Washington	United States of America	4 sec
1995-03-14T06:00:00Z	1995-03-19T06:00:00Z	N. Judson, IN			Man reports sighting. ( Facts unclear; no return call.)	41.2157904	-86.777617	North Judson	Starke County	Indiana	United States of America	
1995-11-16T06:00:00Z	1995-11-16T06:00:00Z	Elk Grove, CA		40 sec.	Woman outside smoking sees bizarre craft "w/ red lights" pass silently overhead.  When she peered around house, was gone.	38.4087993	-121.3716178	Elk Grove	Sacramento County	California	United States of America	40 sec
1995-02-02T06:00:00Z	1995-02-03T06:00:00Z	Denmark, WI	cone	75 min	Caller, and apparently several other people, witnessed multiple strange craft streaking through the night sky in vicinity of Denmark and Mirabel, WI.  Craft were seen to streak overhead, as well as to descend vertically, as fast as a meteorite, then stop suddenly just above the ground.  During the last 30 minutes of the sighting, aircraft, which appeared to be U. S. military craft, were seen either pursuing, or chaperoning, the strange craft.. Objects were cone-shaped, with a red nose and a green tail (sic).	44.347774	-87.8273118	Denmark	Brown County	Wisconsin	United States of America	75 min
1994-12-09T06:00:00Z	1995-06-07T05:00:00Z	Cromwell, CT		8 min.	Woman witnesses bizarre cluster of lights overhead, humming sound, sees strange beam of light "scanning" ground.  Exclnt rept.	41.5950989	-72.6453705	Cromwell	Middlesex	Connecticut	United States of America	8 min
1995-06-25T05:00:00Z	1995-06-27T05:00:00Z	Sioux Falls, SD			UFO investigator relays rept.:  his son and other children rept. witnessing 4-5 red objs. 4 miles W of city.  Two objs. seen to land.	43.5499749	-96.700327	Sioux Falls	Minnehaha County	South Dakota	United States of America	
1995-08-09T05:00:00Z	1995-08-09T05:00:00Z	Fresno, CA		15 min.	Couple witness multiple red/purple globular objects, "the size of cantaloups," moving across yard!  Witnessed 10 objects at once!	36.748772	-119.714840405172	Fresno	Fresno County	California	United States of America	15 min
1995-08-25T05:00:00Z	1995-08-25T05:00:00Z	Kansas City, KS			Telephoned Report: Man calls to report AP news wire report regarding object over W Pennsylvania.  Report appears to contain multiple tech. errors.	39.1078505	-94.7343196	Kansas City	Wyandotte County	Kansas	United States of America	
1995-01-09T06:00:00Z	1995-03-07T06:00:00Z	Marion, NY		3 min.	Young girl sees bright light streaming through bedroom window.  Sees 4' humanoid & weird lights in yard.	43.143397	-77.1891469	Marion	Wayne	New York	United States of America	3 min
1995-05-07T05:00:00Z	1995-05-10T05:00:00Z	Cannon, NH		1 min.	Woman momentarily "blinded" by bright flash of light directed at her face.  She & husband witness thin disc, streaks off FAST.	43.6920223	-70.7983942	Limerick	York County	Maine	United States of America	1 min
1995-09-13T05:00:00Z	1995-09-13T05:00:00Z	Corpus Christi, TX		10 min.	Man out walking sees bizarre obj., w/ pulsing red light on top, beaming light on house!  Obj.  was approx. 1/2 block distant.	27.823713	-97.4173979435294	Corpus Christi	Nueces County	Texas	United States of America	10 min
1995-08-08T05:00:00Z	1995-08-09T05:00:00Z	Oregon City, OR		30 min.	Former U.S.Army officer (Ph.D.)  reports strange cluster of lights, "like Christmas lights," moving overhead.  Neighbor sees object.	45.3573429	-122.6067583	Oregon City	Clackamas County	Oregon	United States of America	30 min
1995-02-04T06:00:00Z	1995-02-04T06:00:00Z	Chimacum, WA			Man reports four lights now sitting still.  (Agrees they probably are advertising lights.)	48.0146577	-122.770452	Chimacum	Jefferson County	Washington	United States of America	
1995-07-22T05:00:00Z	1995-07-23T05:00:00Z	Santa Clara, CA		30 min.	Mr. Peter Davenport National UFO Reporting CenterPO Box 45623, University StationSeattle, WA 98145Dear Peter,Along with my report, I have enclosed a hand-written report from Ben Kwong who witnessed the same UFO's with me on Saturday, July 22, 1995.  Mr. Kwong is an engineer and lives in San Jose.  I did not get a written report from his 12-year-old son, Michael, but will send it to you if he writes one.  I believe that the reports from Mr. Kwong and myself should be thorough enough.  The only difficulty in writing our reports would be regarding the order in which we saw everything happen.  This is due to the fact that we saw up to five UFO's (four to five in the air at once).  We were not always looking at the same UFO at the same time.  Since there were several UFO's in the sky at once during our sighting, we didn't always focus on the same UFO's.  Anyway, the following is my accounting of what we saw.  Also, please note that I may have incorrectly given you the time of the sighting as being between 10:30 AM and 11:00 to 11:15.  The time was between 9:30 AM to 10:00 or later.  It was definitely for at least a half hour, maybe an hour (I began teaching my tennis lesson at 9:00 and noticed the first UFO at about 9:30.  When I arrived at home, 2 min. away, it was about 11:00 but I don't recall watching the UFO's for more than 45 min. to an hour at the very most -very minimum was a half hour).To whom it may concern:On Saturday, July 22, 1995 at 9:30 AM I, along with Michael Kwong (age 12), and his father (Ben Kwong), had a UFO's sighting which lasted for at least a half hour (to 10:15 AM or later) over the sky of Santa Clara, CA, from the Marina Playa Apt. complex tennis courts located at 3500 Granada Ave. and Lawrence Expressway (El Camino is a close cross street of Lawrence Expressway).  The sighting first began at 9:30 AM when I was teaching Michael Kwong a tennis lesson.  Michael was practicing his serve and was tossing the ball in the air.  I looked at the ball toss as it went up and noticed that the moon was out.  I also noticed an object by the moon which I took to be a star and appeared stationary like a star.  I looked at the object again and thought it might be moving slowly.  The object appeared to be moving slowly at a very high altitude, perhaps just within the atmosphere or at least at a very high altitude.  I spoke to Michael and began to say things out loud like, "What is that?  What the heck is that?  It's not an airplane."  Michael looked up at it as well.  I stopped the lesson out of curiosity to watch this object.  I walked over to the fence and yelled to Ben Kwong, who was sitting in his car reading the newspaper.  I asked him to come out of his car to get a look a the object so we could figure out what it was.  He stood down below the tennis courts, looking up at the object as I and Michael were too.  Then Mr. Kwong came up to the court and all three of us continued to watch the object.  The object looked completely round and whitish in appearance (perhaps due to the altitude or even entering the atmosphere?).  The object slowly moved away from the moon and then curved a slowly headed back toward its original position, and then it appeared to hover and then start to move slowly again.  We watched this object for a few minutes and then we saw another object which looked had the same appearance as the first object.  I don't remember if Mr. Kwong or I spotted the next object first (Mr. Kwong's son is near sighted, so he had a harder time seeing).  I believe we watched until finally we saw at least four of the whitish objects in the sky.  At one point it appeared like they were hovering and moving slowly in four corners of the sky.  When they were closer to us, they appeared metallic, sort of a metallic, silver to silver-blue in color.  When they were higher up they initially appeared to be more whitish in color.  Anyway, we continued watching several of these objects as they moved slowly, stop, and move in bizarre paths, unlike airplanes.  They were very high but left no exhaust trail.  They moved and changed direction, unlike weather balloons or satellites.  At some point, after watching the (I'll call them silver, or metallic-silver/blue) objects, Ben and I noticed a red UFO, completely round like the others, but a metallic-red in color.  We then both observed a silver UFO and the red UFO in a staggered formation, with the silver UFO leading in front to the left of the red UFO (doing what appeared to be the same speed).  We noticed another red object at a lower altitude slowly moving up into the sky (not metallic, but more of an all orange to orange-red in color).  I didn't, nor did Ben, take much notice of this object as it slowly went up into the sky.  It could have been a balloon and didn't have the metallic look of the other objects which were very high in the sky.  At some point, the silver UFO's would just disappear from sight.  I don't know where they went, maybe out into the upper atmosphere,  Then sometimes one would come back into view.  The red UFO really caught my attention next.  Ben had lost sight of it (you really had to "track" with your eyes without looking away from the UFO's or it would take a few seconds to find some of them again).  Anyway, I told Ben that I could see the red UFO again.  I saw it moving very slowly up in the sky and then it suddenly shot through the sky at an amazing speed.  I said, " There it goes! There it goes! Look at it go!"  Ben kept saying that he couldn't find it.  We watched some of the other UFO's until it seemed that there were no more to see (they had all gone, but we didn't see them leave).  We had about given up on seeing any more UFO's up there when I caught sight of the first or perhaps another red UFO.  I told Ben to look up as I pointed to its location.  Ben said he could see it.  Suddenly the red UFO shot across the sky at an amazing speed, much much faster than any jet or rocket could fly (we were watching regular passenger jets crawl across the sky every once in awhile as we watched the UFO's.  The passenger jets, and some jets which may have been military from Moffet Field, were at a much lower altitude than the UFO's, a testimony to the speed of the UFO's).  I kept pointing at the red UFO as it sped across the sky.  We were both in awe, and were both speaking out loud in our amazement of the speed of the object ("There is no way that can be a jet.  Nothing is that fast.  Look at it go." -etc., etc.).  As I was moving my finger across the sky, tracking the object (in what would take a jet several minutes to travel, I followed the object across the sky in less than ten seconds.  It was still at a very high altitude as well), Ben said he could see a silver UFO right next to the red one.  I said I only could see the red one, but just before the red UFO completely went out of sight, I could see another UFO, a silver one, very close to the red UFO or joined to it.  We were then completely convinced that we saw UFO's, things which are not man-made.  We didn't see any more UFO's for a few minutes, so I resumed my tennis lesson, although I had a very hard time teaching.  We stopped a few minutes later.  I looked up again and saw one lone silver UFO (up so high that it appeared white).  It was hovering and then started to move slowly again.  I told Ben and Michael that there was another one up there.  At this point, we already saw the most exciting part of our sighting (the red UFO & silver UFO shooting off).  Our necks were tired from the strain of looking up, almost straight up at times for over a half hour (possibly an hour or more, as Ben stated, although I can't be sure).  We really didn't take much notice of this UFO and we didn't see it disappear from sight, but it did a couple of minutes later.  We parted between 10:30 and 11:00 AM.  I went back to my apartment and called some TV stations to see if anyone had reported anything (I really thought SOMEONE would have witnessed what we saw and would report it.  The TV station personnel said nobody else called in, plus they seemed rather skeptical of my story.  That annoyed me a bit.  I then called the Air Force in Santa Clara County.  They switched me from command post to command post.  I gave my story up to three times perhaps.  They asked me at what time I saw the UFO's, took my story, and then said they would transfer me to another command post and to just tell them the same thing (that I told the first people I contacted).  Finally, the Air Force gave me the phone # of the National UFO Reporting Agency (for whom I am writing this report).  I, after giving my story to Peter Davenport, was made aware of the fact that another person in California reported seeing up to five UFO's on the same day I had my sighting.  This was my first time every seeing anything like this in my life (I'm 29-years-old, teach tennis and am also a computer specialist teaching elementary school.  Ben, like I said, is an engineer.  So I believe we are both credible people).End of ReportI'm waiting to get my grandmother's written report of her two sightings and my mother's report of a sighting (these all happened many years ago).  I was afraid to mention their sightings because I thought it might make my sighting less credible.  I indeed immediately felt I had something to share with them and also wanted them to retell of their sightings as well.  My grandmother's sightings are of particular interest to me since she saw a UFO in the Almaden area of San Jose, CA some 58 years ago.  I teach in this area and my ancestors first settled there in the 1860's.  Someone emailed me who lives in Almaden to tell me she and her daughter & 14-year-old son had sightings in Almaden.  She said that her son saw one hovering over the school that I teach at.  This was before she even knew that I teach at this school!  Anyway, I don't know how many people you can believe on the Internet re. sightings, but I know what I saw, and that's good enough for me.  The only other strange thing I observed in my life was described to me by someone on the Internet as being "ball lightening" or something like it.  I was twelve-years-old at the time.  I don't know if that is UFO related or not.  Is it just a normal phenomenon.  It happened indoors.  It went under a cot.  The cot shot straight up in the air, about five feet, and there was nothing underneath the cot!  The object was indefinable in shape, just grayish/white, and swirling.  It seemed to react to me as I entered the room and skimmed across the floor.  Any ideas?Sincerely,William D. Baileywbailey@cello.gina.calstate.edu	37.3541132	-121.9551744	Santa Clara	Santa Clara County	California	United States of America	30 min
1995-03-22T06:00:00Z	1995-03-22T06:00:00Z	Redmond, WA		20 min.	MUFON member & husband witness 2 very bright lights, apparent size of Jupiter,  move W to S.	47.6694141	-122.1238767	Redmond	King County	Washington	United States of America	20 min
1995-02-22T06:00:00Z	1995-02-22T06:00:00Z	St. Louis, MO		4 sec.	Police off. sees strange "plate" streaking over city. 50-100yds length. Strange glow. "Inch worm" type flight. Excellent rept.	38.6272733	-90.1978889	Saint Louis		Missouri	United States of America	4 sec
1995-03-12T06:00:00Z	1995-03-12T06:00:00Z	Norfolk, VA		3 hrs.	Four adults witness "star" that moved to the northern sky.  May have been other tiny objects around it.	36.8468146	-76.2852183	Norfolk	Portsmouth (city)	Virginia	United States of America	3 hr
1995-06-03T05:00:00Z	1995-06-03T05:00:00Z	Goldsboro, NC		3 sec.	Man repts. two sightings minutes apart.  Sees very bright light, "like meteor," streaking to NE.  Sees minutes later going SE.	35.3848841	-77.9927651	Goldsboro	Johnston	North Carolina	United States of America	3 sec
1995-01-03T06:00:00Z	1995-01-03T06:00:00Z	Salinas, CA		15 min.	Telephoned Report:Young woman witnessed "string of lights" for 15 min. in overcast sky.  Winked off, then back on several times.	36.6587265	-121.691792355147	Salinas	Monterey County	California	United States of America	15 min
1995-03-25T06:00:00Z	1995-03-26T06:00:00Z	Salinas, CA		20 min.	Man & wife hear approaching "thumping" sound.  See two bright red, pulsing triangles in sky fly from NW.	36.6587265	-121.691792355147	Salinas	Monterey County	California	United States of America	20 min
1995-08-04T05:00:00Z	1995-08-04T05:00:00Z	Lynnwood, WA			Man witnesses 5  very luminous, "crescent-moon shapes" pass overhead.	47.8278656	-122.3053932	Lynnwood	Snohomish County	Washington	United States of America	
1995-07-30T05:00:00Z	1995-07-30T05:00:00Z	Highpoint, NC		2 sec.	Man sitting on lawn hears obj. pass overhead very fast.  Distinct humming tone.  Repts. it sheared limb off tree.	35.92388	-80.057124	Erwin Heights	Davidson	North Carolina	United States of America	2 sec
1995-06-12T05:00:00Z	1995-06-12T05:00:00Z	Fort Wayne, IN		30 min.	Man reports "bright object with flashing color" in southern sky.  (Possible planet?)	41.0799898	-85.1386015	Fort Wayne	Allen County	Indiana	United States of America	30 min
1995-11-13T06:00:00Z	1995-11-17T06:00:00Z	Lake Oswego, OR		12 min.	Woman repts. three peculiar green beams of light overhead.  (MUFON investigator reptd. was probably laser-based adv. light.)	45.4206749	-122.6706498	Lake Oswego	Clackamas County	Oregon	United States of America	12 min
1995-03-12T06:00:00Z	1995-03-12T06:00:00Z	Columbia, SC		30 sec.	Driver & passenger witness "triad of extremely bright lights" in perfectly triangular pattern. Lights faded.	34.0872775	-80.981149735255	Columbia	Richland County	South Carolina	United States of America	30 sec
1995-07-20T05:00:00Z	1995-07-20T05:00:00Z	Port Orchard, WA		25 min.	Daughter wakes parents, all 3 witness bizarre craft w/ colored lights hover nearby. Chased w/ car. Obj. zigzags, disappears.	47.5315625	-122.6384056	Port Orchard	Kitsap County	Washington	United States of America	25 min
1995-04-15T05:00:00Z	1995-04-16T05:00:00Z	Earlville, PA		30 sec.	Young man repts. daylight sighting of egg-, or cigar-, shaped silver object.  (See other sightings from Phila./Pottstown PA.)	40.3167603	-75.7368575	Earlville	Berks	Pennsylvania	United States of America	30 sec
1995-08-22T05:00:00Z	1995-08-23T05:00:00Z	Phoenix, AZ		30 sec.	Many witnesses see obj., "like missle w/ yellow fire shooting out back," pass directly overhead.  Obj. appeared to eject small obj.	33.8872355	-112.071987034466	Phoenix	Maricopa County	Arizona	United States of America	30 sec
1995-01-31T06:00:00Z	1995-01-31T06:00:00Z	Alexandria, LA		2 min.	FAA Controller at Houston Center reports sighting by crews of two airliners 60 miles northwest of Alexandria, LA.  They were at 31,000 feet southwest-bound, and both report strange lights above them doing strange gyrations in the night sky.  Two lights visible.	31.1990035	29.8943785	Alexandria			Egypt	2 min
1995-09-14T05:00:00Z	1995-09-14T05:00:00Z	Mason, MI		40 sec.	Woman sees small, white light--"like a giant lightning bug"--move along wind row of trees.  Very bizarre.	43.9778831	-86.246291		Mason	Michigan	United States of America	40 sec
1995-10-02T05:00:00Z	1995-10-02T05:00:00Z	N. Providence, RI		3 min.	Man witnesses "small white dot, that came out of clouds." Was slow-moving, white, w/ "red on tail."	41.8500997	-71.4661703	North Providence	Providence County	Rhode Island	United States of America	3 min
1995-07-16T05:00:00Z	1995-07-18T05:00:00Z	Cherry Hill, NJ			Dentist, 2 lifeguards, and others see same black dot that had been seen 3 wks. earlier. (See 27JN95 event.)	39.9348351	-75.0307264	Cherry Hill	Camden	New Jersey	United States of America	
1995-10-03T05:00:00Z	1995-10-03T05:00:00Z	Volinda, CA			Woman & 4 neighbors witness "bright red light moving slightly across the sky."							
1995-10-27T05:00:00Z	1995-10-27T05:00:00Z	Siletz, OR		15 min.	Woman & 3 witnesses rpt stat. obj flashing white, green, red lights.  Zigzags dramatically. (Reptd. 02NO95 obj. not visible in sky.)	44.7217836	-123.920113	Siletz	Lincoln County	Oregon	United States of America	15 min
1995-06-11T05:00:00Z	1995-06-15T05:00:00Z	Ogden, UT		2 min.	Golfer observes round, silver-gray obj. size of small car moving across face of mtn. Flies up 3 ravines, ascends, disappears.	41.21607745	-112.008048404781	Ogden	Weber County	Utah	United States of America	2 min
